tokens,ner_tags
"[['#MannKiBaat', 'President', 'ke', 'election', 'liye', 'jatiwad', 'ki', 'rajneeti', 'krne', 'wale', 'log', 'desh', 'bhakti', 'ki', 'gatha', 'gate', 'hai', '@narendramodi']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANISATION', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Ye', 'desh', 'ka', 'ksa', 'kanoon', 'management', 'h']]","[['O', 'B-ORGANISATION', 'O', 'O', 'O', 'O', 'O']]"
"[['Samajik', 'sudar', 'karne', 'wala', 'sant', 'ko', 'jail', 'me', 'dal', 'kar', 'sachai', 'ko', 'kyo', 'dabaya', 'ja', 'rha', 'hai']]","[['O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['sunlo', '@narendramodi', 'ji', '3', 'saal', 'se', 'bina', 'kisi', 'proof', 'ke', 'sant', 'Rampal', 'ji', 'ko', 'jail', 'me', 'daal', 'rakha', 'he', 'we', 'want', 'justice']]","[['O', 'O', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['#MannKiBaat', 'Bharat', 'ki', 'Janata', 'ki', 'man', 'ki', 'baat', '0', 'we', 'want', 'change', 'in', 'our', 'life', 'with', 'saint', 'rampal', 'Ji', 'maharaj', '@SatlokChannel', '@aajtak']]","[['O', 'B-PLACE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O']]"
"[['jab', 'gaurakchak', 'kuch', 'krte', 'hai', 'to', 'wo', '#MannKiBaat', 'me', 'ati', 'hai', ',', 'jab', 'RSS', 'worker', 'ko', 'mara', 'jata', 'hai', 'tab', '#MannKiBaat', 'me', 'kyu', 'nhi', 'bolte', ' ? ']]","[['O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Modi', 'ji', 'kabi', 'sant', 'rampal', 'ji', 'maharaj', 'ke', 'bakhto', 'se', 'bi', 'kar', 'Liya', 'karo']]","[['B-PERSON', 'I-PERSON', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Triple', 'talaq', 'khatam', 'hote', 'hi', 'desh', 'ki', 'gareebi', 'mit', 'jayegi', 'desh', 'ki', 'economy', 'double', 'ho', 'jayegi', 'desh', 'se', 'corruption', 'khatam', 'ho', 'jayega', '#TripleTalaq']]","[['O', 'O', 'O', 'O', 'O', 'B-ORGANISATION', 'O', 'O', 'O', 'O', 'B-ORGANISATION', 'O', 'O', 'O', 'O', 'O', 'B-ORGANISATION', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['#MannKiBaat', 'Sant', 'RAMPALJI', 'nirdosh', 'hai', 'unper', 'lage', 'sab', 'aarop', 'wrong', 'hai', 'unki', 'CBI', 'jach', 'karo', 'modiji', 'to', 'hi', 'ye', 'tumhara', 'man', 'ki', 'bat', 'program', 'sahi', 'hai']]","[['O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANISATION', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Sarkar', 'kab', 'jach', 'karaegi', 'jo', 'bhi', 'nirdosh', 'want', 'jail', 'me', 'hai', '0']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['RT', '@ImVKohlisAngel', ':', '@RainaKiGudia', 'Aww', 'cutuu', '.', 'Thankuu', 'love', '.', 'Good', 'night']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Mann', 'Ki', 'Baat', 'BHY', 'unko', 'fursat', 'nahi', 'hai', 'abhi', 'jab', 'hogi', 'tab', 'yaad', 'avega', 'ye', 'tweet', '0', 'Jan', 'lo', 'bhagwan', 'aya', 'hai', 'dharti', 'par']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O']]"
"[['sant', 'rampalji', 'ke', 'upr', 'ek', 'bhi', 'kes', 'nhi', 'huaa', 'siddh', 'fir', 'jail', 'me', 'kyo', 'rkha', 'riha']]","[['B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['pura', 'desh', 'chata', 'hai', 'ki', 'ek', 'nirdosh', 'sant', 'ko', 'kyo', 'jail', 'me', 'dala']]","[['O', 'B-ORGANISATION', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O']]"
"[['Mann', 'Ki', 'Baat', 'aaj', 'kisi', 'ko', 'fursat', 'nahi', '0', 'kal', 'hogi', 'tab', 'yaad', 'ayaga', 'me', 'massage', '0', 'SANT', 'rampal', 'Ji', 'is', 'god']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O']]"
"[['Modi', 'Ji', 'Sant', 'Rampal', 'Ji', 'maharaj', 'ka', 'gyan', 'ek', 'bar', 'jaroor', 'suno', 'Plz', '0', 'Daily', 'on', 'Sadhna', 'TV', 'at', '7,40', 'pm', 'pr', 'or']]","[['B-PERSON', 'I-PERSON', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANISATION', 'I-ORGANISATION', 'O', 'O', 'O', 'O', 'O']]"
"[['#mannkibaat', 'ik', 'aye', 'ga', 'jab', '#satgurrampalji', 'k', 'sath', 'galt', 'kere', 'wale', 'jail', 'hoge', 'aur', 'humko', 'ap', 'pura', 'vishwas', 'h', 'sir', '@cmohry', '@om', '@aajtaknews']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Modi', 'ji', '#TripleTalaq', 'ko', 'Religious', 'daayare', 'mein', 'dekne', 'k', 'liye', 'aap', 'kub', 'kalma', 'pad', 'k', 'Islam', 'Qubul', 'kare ? !', 'Rajneeti', 'aap', 'kar', 'rahe', 'ho,', 'sudar', 'jawo', 'aap']]","[['B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Sant', 'rampalji', 'maharaj', 'jaise', 'parmarthi', 'sant', 'ko', '30', 'mahinonse', 'jail', 'me', 'q', 'rakha', 'gaya', 'hei']]","[['B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['#mannkibaat', 'kya', 'galt', 'kiya', 'hai', 'plz', 'prove', 'it', 'nai', 'hum', 'kere', 'ge', 'kya', 'galt', 'hua', 'kya', 'bina', 'kisi', 'baat', 'k', '#satgururampalji', 'and', 'bagato', 'ko', 'jail', 'm', 'dala', 'gya']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['@AmitShah', 'ji', '@rajnathsingh', 'hamare', '#MannKiBaat', 'bhi', 'sun', 'lijiye', ',', 'sabhi', 'courts', 'me', 'video', 'recording', 'karvaye', 'taki', 'garib', 'janata', 'ko', 'bhi', 'nyay', 'mil', 'sake']]","[['O', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['@sud tyagi', '@iamsrk', '@FarOutAkhtar', '@ritesh sid', 'Choriyan', 'pahn', 'lo', 'farhan', 'srk', 'ritesh', 'begairato', 'tumhari', 'film', 'cenima', 'me', 'dekhne', 'like', 'nahi']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'B-PERSON', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Hum', 'to', 'bus', 'ab', 'insaaf', 'Ki', 'umeed', 'lagaye', 'bethe', 'hai', 'modiji', 'kab', 'CBI', 'investigation', 'hogi', 'aur', 'kab', 'duniya', 'k', 'Samne', 'Sach', 'ayega@narendramodi']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'B-ORGANISATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Aisa', 'sant', 'jisne', 'smaaj', 'ko', 'sb', 'buraiyo', 'se', 'door', 'kr', 'diya', 'unko', 'aapne', 'jail', 'mein', 'daak', 'diya', 'unke', 'sisyo', 'se', 'jaano', 'mnn', 'ki', 'baat']]","[['O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Ak', 'nirdosh', 'sant', 'ko', '30', 'mahinonse', 'jail', 'me', 'rakha', 'gaya', 'hei', 'kya', 'yahi', 'hei', 'aapki', 'sarkar']]","[['O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Kya', 'man', 'ki', 'bat', 'program', 'pr', 'aap', 'garib', 'janta', 'ko', 'nyay', 'nahi', 'De', 'sakte', 'agar', 'janta', 'chahti', 'ki', 'rampalji', 'ko', 'riha', 'karo']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O']]"
"[['Kya', 'aapji', 'ko', 'lagata', 'he', 'ki', 'man', 'ki', 'bat', 'jese', 'program', 'ki', 'wajase', 'aap', 'har', 'ek', 'aam', 'aadmi', 'ki', 'man', 'ki', 'bat', 'jan', 'paoge']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Hum', '690', 'din', 'se', 'justice', 'maang', 'rahe', 'hai', '0']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Cbi', 'janch', 'karao', 'takki', 'sabhi', 'logo', 'ke', 'samne', 'sachai', 'aa', 'sake', 'or', 'jinhone', 'jothe', 'case', 'lagaye', 'hai', 'unki', 'sachai', 'samne', 'aa', 'sake']]","[['B-ORGANISATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Modiji', 'aapane', 'wakahime', 'manki', 'bat', 'ye', 'bohot', 'accha', 'program', 'shuru', 'karwayahe', 'lekin', 'kya', 'aap', 'sabke', 'man', 'ki', 'bat', 'jan', 'pate', 'he']]","[['B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['PM', 'ji', 'pap', 'bahut', 'kiye', 'Rastra', 'sant', 'jail', 'mai', 'or', 'bhakto', 'pe', 'pathar', 'lathiya', 'asugas', 'vah', 'beti', 'bachao', 'ke', 'abhiyan', 'bjp', 'duniya', 'dhikarenge']]","[['B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANISATION', 'O', 'O']]"
"[['Santrampalji', 'jaise', 'sachcha', 'sant', 'ko', 'jail', 'main', 'or', 'chor', 'or', 'gundagardi', 'karnewale', 'Bahar', 'ghum', 'rahe', 'h', 'unke', 'sath', 'anyay', 'ho', 'raha', 'h']]","[['B-PERSON', 'O', 'O', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[[':', 'LAST', 'NIGHT', 'MAHASHIVRATRI', 'RUDRABHISHEK', '.', 'Vastraadi', 'Arpan', '.', 'URL']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Koi', 'milne', 'hi', 'ajaye', 'KARACHI', 'UNIVERSITY', 'ir', 'kuple', 'URL', '#occupygezi', '#direngeziparkigeliyoruz', '#YandasMedyaLimonSatOnurluYasa']]","[['O', 'O', 'O', 'O', 'B-ORGANISATION', 'I-ORGANISATION', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Followers', 'kb', 'Se', 'demand', 'kar', 'rahe', 'hain', 'par', 'unki', 'Mann', 'ki', 'bat', 'nahi', 'Suni']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Cbi', 'janch', 'karao', 'or', 'jitne', 'bhi', 'jothe', 'case', 'ap', 'ne', 'lagaye', 'hai', 'woo', 'sab', 'jothe', 'hai']]","[['B-ORGANISATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Pm', 'ji', 'sata', 'ja', 'rhi', 'h', 'ek', 'santji', 'jail', 'mai', 'vo', 'bhi', 'india', 'mai', 'jo', 'nirdosh', 'hai', 'dhikar', 'h', 'tere', 'janamte', 'hi', 'billi', 'kah', 'gai', 'thi', 'unke', 'charon', 'ja']]","[['B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'B-PLACE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Kutte', 'ki', 'duum', 'kabhi', 'seedhi', 'nahin', 'hoti.', 'Shame', 'on', 'you', '@INCindia.', '#tripletalaq']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Modiji', 'Rampal', 'ji', 'ke', 'sbhi', 'cases', 'ki', 'CBI', 'janch', 'ho', 'or', 'PTA', 'kare', 'ki', 'wo', 'deshdrohi', 'hai', 'ya', 'Hariyana', 'sarkar', 'ki', 'koi', 'shajish']]","[['B-PERSON', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'B-ORGANISATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PLACE', 'O', 'O', 'O', 'O']]"
"[['Ek', 'sant', 'ko', 'apradhi', 'sabit', 'karne', 'k', 'lie', 'kitna', 'time', 'chahie', 'aapki', 'sarkar', 'ko', '33', 'month', 'ho', 'gye', 'h', 'kuch', 'bhi', 'nhi', 'h', 'jasa', 'aap', 'sabit', 'karna', 'cha']]","[['O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Haryana', 'Sarkar', 'hi', 'Dosi', 'hai', 'ye', 'photo', 'Garhwali', 'Dete', 'Hain', 'Ki', 'Sant', 'Rampal', 'Ji', 'Maharaj', 'Nirdos']]","[['B-PLACE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'O']]"
"[['Nadio', 'ki', 'national', 'leval', 'policy', 'banai', 'jay', '0', 'Jisse', 'pani', 'or', 'flood', 'se', 'bacha', 'jay', 'Jan', 'hani', 'na', 'ho', 'or', 'kishan', 'ko', 'income', 'ho', '0']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Aapka', 'guru', 'to', '#Kanhayya', 'hai', 'jo', '#IndianArmy', 'ki', '#SurgicalStrike', 'ko', 'dhappa', 'bolta', 'hai', ',', 'aap', 'se', 'bhi', 'kya', 'umeed', 'karein', '. ? ']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Madarchod', 'jab', '#surgicalstrike', 'ki', 'thi', 'tab', 'tu', 'or', '@ArvindKejriwal', 'apni', 'maiyya', 'chuda', 'rahe', 'the', 'kya', ' ? ? ? ']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['#NahiPata', 'sohni', 'Kurian', 'Kahan', 'Chali', 'gae', 'hain', ':p']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['ha', 'ha', 'ha', '!', 'funny', '!', 'mujhe', 'to', 'kuchh', 'behtr', 'reply', 'ki', 'ummid', 'thi', '!', 'jaisi', 'ki', '#SurgicalStrike', 'etc']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['5', 'Army', 'se', '#SurgicalStrike', 'ka', 'saboot', 'manga']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Tuchche', '#Pakistani', 'apni', 'aukaat', 'dikhaate', 'huye', 'mere', 'against', '#YouTube', 'video', 'bana', 'mujhe', 'dhamki', ' ', 'gaali', 'de', 'rahe', 'hain', '0', 'Need', 'more', '#surgicalstrike']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANISATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['@RubikaLiyaquat', 'ji', 'please', '@AkhileshPSingh', 'se', 'poochiye', 'ki', 'agar', 'jents', 'ki', 'proof', 'Karna', 'hoga', 'ki', 'usne', '#tripletalaq', 'nahi', 'Diya', 'hai', 'to', 'PHIr', 'case', 'hi', 'khatam', 'ho', 'jata', 'hai', '. ? ? ? ', 'Please', 'ask', '.']]","[['O', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Ye', '#AntiRomeoSquads', 'minorities', 'pe', '#SurgicalStrike', 'hai', ',', 'saare', 'mardana', 'kamzori', 'k', 'treatment', 'waale', 'Hakim', 'Muslim', 'hai@kauserseema', '@alamgirizvi']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Ek', '#SurgicalStrike', 'un', 'Aunties', 'ki', 'bhi', 'honi', 'chahiye', 'jo', 'mere', 'ghar', 'pe', 'aakar', 'kahti', 'hai', 'Apka', 'chora', 'waha', '#Cigarette', 'pi', 'raha', 'tha', '.']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Kitni', 'azeeb', 'baat', 'hai', '.', 'Jis', '@narendramodi', 'Ji', 'ne', '#Demonetisation', '#GST', '#surgicalstrike', 'Jaise', 'kathore', 'faisle', 'liye', ',', 'unhe', '@INCIndia', 'Wale', 'darpok', 'kahte', 'hain', '.', 'agar', 'dara', 'hua', 'modi', 'aisa', 'hai', 'to', 'phir', 'nidar', 'modi', 'to', 'tum', 'logo', 'ki', 'lanka', 'laga', 'dega', '.', 'Kyun', '@JhaSanjay', 'Shi', 'kaha', 'na', 'maine', ' ? ', '@kamina', ' ', 'chhora']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Aj', 'daikha', 'hai', 'jo', '#India', 'Nay', 'Helicopter', 'Say', '#surgicalstrike', 'kia', 'hai']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Jab', 'khud', 'kuchh', 'India', 'ke', 'leaders', 'Pakistan', 'ke', 'favour', 'me', 'hai', 'to', 'pahle', 'modi', 'kisse', 'lade']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['#surgicalstrikes', 'Par', 'apni', 'peeth', 'thapthapane', 'wali', 'party', '#tejbahaduryadav', 'ko', 'bsf', 'se', 'nikale', 'jaane', 'par', 'chup', 'kyu', 'hai']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['RT', '@kchowdhury9', ':', '#boycottraees', 'ye', 'movie', 'ab', 'nehi', 'lana']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['#MOAB', 'kaha', 'hit', 'hua', ',', 'Laden', 'ko', 'kaha', 'se', 'pakda', '!']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Bachpan', 'se', 'dekh', 'raha', 'hu,', 'jab', 'bhi', 'D', 'raja', 'ka', 'koi', 'bhi', 'statement', 'aata', 'hai', 'tab', 'ye', 'wala', 'background', 'hi', 'photo', 'mai', 'hota', 'hai.', 'Kya', 'consistency', 'hai.', 'Ghazab.']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Kya', 'simple', 'hai', ' ? ? ? ', 'Hahahahahahaha', '.', 'Tamasha', 'Party', '.', 'aloo', 'ki', 'factory', 'lagvao', 'tum', ',', 'dekho', 'wo', 'kitna', 'simple', 'hai', '!', 'Tu', 'wahi', 'hai', 'na', 'Jisne', '#SurgicalStrike', 'ko', 'Jhooth', 'kaha', 'tha', ',', 'Tu', 'aur', 'Tera', 'Mallik', 'itna', 'hi', 'simple', '@INCIndia', 'Yeh', 'frustration', 'tum', 'logo', 'k', 'chehre', 'pr', 'mujhe', 'achha', 'laga', '!', 'Yeh', '#DeMon', '#GST', '#SurgicalStrike', '#NIAHuriyat', '#ZakirNaik', '#Benami', '#Aadhar', '#TrippleTalaqBan', 'etc', 'k', 'ghaav', 'tum', 'logon', 'ko', 'ghinone', 'mooh', 'pe', 'ache', 'lage', '.', 'Aiyyar', 'ka', 'culture', 'DeshDroh', 'hai', 'Jo', 'China', 'ko', 'MaaiBap', 'manta', 'Hai', '!', '#ShameOnYou']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Aaj', 'kal', 'HP', 'me', 'Modi', 'jee', 'Jumlo', 'ka', '#surgicalstrike', 'tej', 'kar', 'chuke', 'hai', ',', 'waise', 'bhee', 'wo', 'kaha', 'chuke', 'hi', 'kee', 'rallies', 'me', 'onke', 'fekne', 'par', 'bahrosa', 'na', 'karen']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['SAALA', 'SAB', 'BUSY', 'HAI', 'desh', 'KO', 'AAGE', 'BHADANE', '.', 'LOL', '.', 'GHANTA', 'KHANOON', '.']]","[['O', 'O', 'O', 'O', 'B-ORGANISATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Jab', 'khud', 'pe', 'ayi', 'to', 'lets', 'not', 'politicise', ' ? ']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Haha', 'Modi', 'ji', 'kiske', 'agent', 'hai', 'Pakistan', 'Ko', 'aur', 'India', 'me', 'baithe', 'kuchh', 'deshdrohiyo', 'ko', 'achhi', 'trh', 'pta', 'hai', '56', 'inch', 'ka', 'paridam', 'hai', '#surgicalstrike']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['@anjanaomkashyap', 'agar', 'congress', '#surgicalstrike', 'ka', 'proof', 'video', 'dekh', 'ke', 'manti', 'he', 'to', 'yeto', 'desh', 'he', 'bhai', 'itna', 'to', 'banta', 'he', 'koi', 'inko', 'samjao', '.', '@aajtak']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANISATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Bhai', 'aisa', 'hai', 'na', 'ki', 'india', 'ko', 'america', 'pe', '#SurgicalStrike', 'karne', 'ki', 'jaroorat', 'nhi', 'pdi', 'thi', '#chutiyaThoughts']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['dubai', 'ma', 'aj', '80%', 'indain', 'choti', 'par', 'hai', '#surgicalstrike', '#Champions', '#PakistanZindabad']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
